conn_ID,conn_ConnectionTypeID,conn_Reference,conn_StatusTypeID,conn_LevelID,conn_Amps,conn_Voltage,conn_PowerKW,conn_CurrentTypeID,conn_Quantity,conn_Comments,conn_ConnectionType_FormalName,conn_ConnectionType_IsDiscontinued,conn_ConnectionType_IsObsolete,conn_ConnectionType_ID,conn_ConnectionType_Title,conn_StatusType_IsOperational,conn_StatusType_IsUserSelectable,conn_StatusType_ID,conn_StatusType_Title,conn_Level_Comments,conn_Level_IsFastChargeCapable,conn_Level_ID,conn_Level_Title,conn_CurrentType_Description,conn_CurrentType_ID,conn_CurrentType_Title,conn_StatusType,conn_CurrentType,ID,UUID,UsageCost,NumberOfPoints,OperatorInfo_Title,UsageType_Title,AddressInfo_Title,AddressInfo_AddressLine1,AddressInfo_Town,AddressInfo_Postcode,AddressInfo_Latitude,AddressInfo_Longitude,AddressInfo_Country_Title,DateLastVerified
140920,25,PG-91280,50.0,2,32.0,230.0,7.0,10.0,1.0,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,99741,767F6807-50C1-47D5-AEC0-19D74B5F5105,1,1,POD Point (UK),"Private - For Staff, Visitors or Customers",Bow Bells House,1 Bread Street,London,EC4M 9BE,51.513237,-0.094463,United Kingdom,2025-03-05 16:45:00+00:00
143548,25,,0.0,2,32.0,230.0,7.0,10.0,2.0,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),,True,0.0,Unknown,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,101689,E1BC8F75-6FE2-4DC0-8C3E-5B01A1C46DFE,Free,2,POD Point (UK),"Private - For Staff, Visitors or Customers",Lloyds Head Office,Lloyds Banking Group,5th Floor,EC2Y 5AS,51.517476,-0.093712,United Kingdom,2023-10-09 13:16:00+00:00
143203,25,,0.0,2,32.0,230.0,7.0,10.0,1.0,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),,True,0.0,Unknown,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,101418,32B4BC6B-2437-435E-8E1B-97C97A36AFED,Free,1,POD Point (UK),"Private - For Staff, Visitors or Customers",Moor Place,1 Fore Street Avenue,London,EC2Y 9DT,51.518179,-0.090542,United Kingdom,2023-10-09 13:27:00+00:00
114741,25,PG-90990,50.0,2,32.0,230.0,7.0,10.0,1.0,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,80088,807B454F-C6FC-48AE-800E-3E9455907991,1,1,POD Point (UK),"Private - For Staff, Visitors or Customers",Investec-Gresham Street,30 Gresham Street, London,EC2V 7QN,51.516701,-0.095897,United Kingdom,2024-08-01 05:31:00+00:00
71785,25,,50.0,2,32.0,230.0,7.0,10.0,5.0,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,56874,1C42CB25-19AA-4ABF-AE2C-AE96BF6FCF79,Inclusive; for Polar Plus subscription members only. Parking fees apply.,10,BP Pulse (UK),Public - Membership Required,London Wall Car Park,London Wall,London,EC2V 5DY,51.517667,-0.095277,United Kingdom,2019-03-06 06:34:00+00:00
124905,25,,50.0,2,16.0,230.0,4.0,10.0,5.0,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,56874,1C42CB25-19AA-4ABF-AE2C-AE96BF6FCF79,Inclusive; for Polar Plus subscription members only. Parking fees apply.,10,BP Pulse (UK),Public - Membership Required,London Wall Car Park,London Wall,London,EC2V 5DY,51.517667,-0.095277,United Kingdom,2019-03-06 06:34:00+00:00
57409,25,,50.0,2,32.0,230.0,4.0,10.0,4.0,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,46733,D619F2E4-E499-4225-B2CE-0D79BD577AB1,Inclusive; for Polar Plus subscription members only. Parking fees apply,4,BP Pulse (UK),Public - Membership Required,NCP London Vintry Thames Exchange,Bell Wharf Lane,London,EC4R 3TB,51.5101815,-0.092865,United Kingdom,2019-03-06 06:35:00+00:00
146812,25,,50.0,2,32.0,400.0,7.0,20.0,2.0,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Three Phase,20.0,AC (Three-Phase),,,104007,68D4F313-5DDB-4BFF-A09A-311BA548E3F8,Inclusive; for Polar Plus subscription members only,2,BP Pulse (UK),Public - Membership Required,Thomas More House Car Park,Thomas More House Car Park,,EC2Y 8BT,51.518345,-0.09627,United Kingdom,2019-06-26 05:16:00+00:00
66134,25,,75.0,2,32.0,230.0,4.0,10.0,4.0,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,75.0,Partly Operational (Mixed),"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,53055,DFB2C07F-397F-4087-A584-E03151EA8051,Free. Parking fees apply.,4,Total Energies (UK),Public - Membership Required,NCP Aldersgate,158-170 Aldersgate Street,London,EC1A 4HY,51.5181749210381,-0.0972906984862987,United Kingdom,2019-04-24 05:16:00+00:00
132160,25,,0.0,2,32.0,230.0,7.0,10.0,2.0,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),,True,0.0,Unknown,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,93303,8B5A4318-226F-4F65-B007-C5B0D1539F22,Free,2,POD Point (UK),"Private - For Staff, Visitors or Customers",Aviva PLC,St Helen's,London,EC3P 3DQ,51.514246,-0.081589,United Kingdom,2023-10-09 13:27:00+00:00
448293,25,GB*CGY*E*01728,50.0,1,,230.0,2.3,10.0,1.0,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Under 2 kW, usually domestic socket types",False,1,Level 1 : Low (Under 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,264404,11F5DD05-7635-4EA3-A244-998DB5703347,Day (07:00-00:00): £0.65/kWh Night (00:00-0700): £0.29/kWh ,1,Char.gy,Public,London-Paris Ev Rally,10 Godliman Street,London,EC4V 5AJ,51.512804,-0.099706,United Kingdom,2023-07-24 05:20:00+00:00
146619,25,,150.0,2,32.0,230.0,7.0,10.0,1.0,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),False,True,150.0,Planned For Future Date,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,103858,F47C7F0B-2F35-4895-A1D5-919339D7AEB4,£0.036/minute; min £0.72,1,Total Energies (UK),Public - Membership Required,Bunhill Row,1 Bunhill Row,London,EC1Y 8YY,51.521042,-0.089946,United Kingdom,2018-05-10 05:43:00+00:00
146620,1,,150.0,2,16.0,230.0,4.0,10.0,1.0,,SAE J1772-2009,,,1,Type 1 (J1772),False,True,150.0,Planned For Future Date,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,103858,F47C7F0B-2F35-4895-A1D5-919339D7AEB4,£0.036/minute; min £0.72,1,Total Energies (UK),Public - Membership Required,Bunhill Row,1 Bunhill Row,London,EC1Y 8YY,51.521042,-0.089946,United Kingdom,2018-05-10 05:43:00+00:00
71934,25,,50.0,2,32.0,230.0,7.0,10.0,5.0,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,56978,2FB86385-2A71-4AC7-A05D-2105E19549A8,Inclusive; for Polar Plus subscription members only. Parking fees apply.,10,BP Pulse (UK),Public - Membership Required,City of London Baynard House Car Park,135 Queen Victoria Street,London,EC4V 4BQ,51.511987,-0.1005,United Kingdom,2019-03-09 06:33:00+00:00
71935,25,,50.0,2,16.0,230.0,4.0,10.0,5.0,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,56978,2FB86385-2A71-4AC7-A05D-2105E19549A8,Inclusive; for Polar Plus subscription members only. Parking fees apply.,10,BP Pulse (UK),Public - Membership Required,City of London Baynard House Car Park,135 Queen Victoria Street,London,EC4V 4BQ,51.511987,-0.1005,United Kingdom,2019-03-09 06:33:00+00:00
421572,25,14397-1,50.0,2,32.0,230.0,7.0,10.0,,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,253927,7100A32C-EA01-47BD-A0A1-A14D37B11DCB,,,BP Pulse (UK),Public,Defoe House Car Park,Barbican Estate,London,EC2Y 8DN,51.52018,-0.09637,United Kingdom,2023-05-04 08:45:00+00:00
421573,25,14397-2,50.0,2,32.0,230.0,7.0,10.0,,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,253927,7100A32C-EA01-47BD-A0A1-A14D37B11DCB,,,BP Pulse (UK),Public,Defoe House Car Park,Barbican Estate,London,EC2Y 8DN,51.52018,-0.09637,United Kingdom,2023-05-04 08:45:00+00:00
421605,25,1,50.0,2,16.0,230.0,3.7,10.0,,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,253956,D4412E0A-F912-4CAF-BD3C-90DDD94CD4A8,,,BP Pulse (UK),Public - Membership Required,NCP Finsbury Square,Finsbury,London,EC2A 1AD,51.521099,-0.087515,United Kingdom,2023-05-04 08:45:00+00:00
421606,25,2,50.0,2,16.0,230.0,3.7,10.0,,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,253956,D4412E0A-F912-4CAF-BD3C-90DDD94CD4A8,,,BP Pulse (UK),Public - Membership Required,NCP Finsbury Square,Finsbury,London,EC2A 1AD,51.521099,-0.087515,United Kingdom,2023-05-04 08:45:00+00:00
421576,25,14805-1,50.0,2,32.0,230.0,7.0,10.0,,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,253930,DB2EDE54-6841-4F97-96B7-81664FCA909B,,,BP Pulse (UK),Public,Thomas Moore Car Park,Barbican Estate,London,EC2Y8BY,51.52025,-0.09703,United Kingdom,2023-05-05 04:00:00+00:00
421577,25,14805-2,50.0,2,32.0,230.0,7.0,10.0,,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,253930,DB2EDE54-6841-4F97-96B7-81664FCA909B,,,BP Pulse (UK),Public,Thomas Moore Car Park,Barbican Estate,London,EC2Y8BY,51.52025,-0.09703,United Kingdom,2023-05-05 04:00:00+00:00
421186,25,1,50.0,2,16.0,230.0,3.7,10.0,,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,253573,65EB6DFD-7230-4D8B-9E5A-BF0E9A976ADE,,,BP Pulse (UK),Public - Membership Required,Baynard House Car Park,Queen Victoria Street,London,EC4V 4BQ,51.512047,-0.101338,United Kingdom,2023-05-04 08:44:00+00:00
421187,25,2,50.0,2,32.0,400.0,22.0,20.0,,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Three Phase,20.0,AC (Three-Phase),,,253573,65EB6DFD-7230-4D8B-9E5A-BF0E9A976ADE,,,BP Pulse (UK),Public - Membership Required,Baynard House Car Park,Queen Victoria Street,London,EC4V 4BQ,51.512047,-0.101338,United Kingdom,2023-05-04 08:44:00+00:00
105496,25,,0.0,2,32.0,400.0,22.0,20.0,1.0,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),,True,0.0,Unknown,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Three Phase,20.0,AC (Three-Phase),,,73314,6604A9C1-EBDD-4BCE-A95A-A42C1E955C2D,Free,8,POD Point (UK),"Private - For Staff, Visitors or Customers",Bank of America Merrill Lynch,2 King Edward Street,London,EC1M 1HQ,51.516428,-0.101677,United Kingdom,2023-10-09 13:23:00+00:00
146810,25,,50.0,2,16.0,230.0,7.0,10.0,2.0,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,104005,C2C15547-0DF5-4EA5-B7CB-8831FD168F0D,Inclusive; for Polar Plus subscription members only,4,BP Pulse (UK),Public - Membership Required,Bunyan Court Car Park,Bunyan Court Car Park,,EC2Y 8DJ,51.520546,-0.097765,United Kingdom,2019-06-25 05:13:00+00:00
421609,25,1,50.0,2,32.0,230.0,7.0,10.0,,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,253959,C4461F45-A7CF-4F3F-88BB-E246C41B7802,,,BP Pulse (UK),Public - Membership Required,Bunyan Court Car Park,Barbican Estate,London,EC2Y 8DJ,51.521126,-0.096646,United Kingdom,2023-05-04 08:45:00+00:00
421610,25,2,50.0,2,32.0,400.0,22.0,20.0,,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Three Phase,20.0,AC (Three-Phase),,,253959,C4461F45-A7CF-4F3F-88BB-E246C41B7802,,,BP Pulse (UK),Public - Membership Required,Bunyan Court Car Park,Barbican Estate,London,EC2Y 8DJ,51.521126,-0.096646,United Kingdom,2023-05-04 08:45:00+00:00
71145,3,,100.0,2,13.0,230.0,3.0,10.0,3.0,,BS1363 / Type G,,,3,BS1363 3 Pin 13 Amp,False,True,100.0,Not Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,56391,B9FCBEFD-4336-4580-847A-9B2D581BECFE,Free. Parking fees apply.,3,Total Energies (UK),Public - Membership Required,Smithfield Market Car Park,West Smithfield,London,EC1A 9DS,51.518753,-0.101256,United Kingdom,2016-12-16 09:58:00+00:00
71470,25,,100.0,2,32.0,230.0,7.0,10.0,3.0,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),False,True,100.0,Not Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,56391,B9FCBEFD-4336-4580-847A-9B2D581BECFE,Free. Parking fees apply.,3,Total Energies (UK),Public - Membership Required,Smithfield Market Car Park,West Smithfield,London,EC1A 9DS,51.518753,-0.101256,United Kingdom,2016-12-16 09:58:00+00:00
356684,25,suby1100009341,50.0,2,7.0,230.0,5.0,10.0,,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,214262,76BEAFEA-4B67-4D9F-8C88-A5E277E5A7CF,,,Shell Recharge Solutions (UK),Public - Pay At Location,Shell Recharge/Ubitricity,null,London,EC2A 2BS,51.52129,-0.08397,United Kingdom,2023-05-04 09:46:00+00:00
125486,25,,50.0,2,16.0,230.0,4.0,10.0,4.0,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,88466,0C4B4C16-940A-49F5-A87D-9027BAD1D49D,Inclusive; for Polar Plus subscription members only,6,BP Pulse (UK),Public - Membership Required,Smithfield Buyers Walk W Market,East Poultry Avenue,London,EC1A 9PS,51.518017,-0.102353,United Kingdom,2019-03-08 06:35:00+00:00
457188,25,islington-dufferinstreet-1-1_0,50.0,2,32.0,230.0,7.0,10.0,,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,268068,1BDC2E65-BAC8-4B6A-AFF3-67D145B4CFB9,,,Total Energies (UK),Public,Dufferin Street,1 Dufferin Street,Islington,EC1Y 8NA,51.522648,-0.092503,United Kingdom,2023-12-07 08:10:00+00:00
421544,25,1,50.0,2,16.0,230.0,3.7,10.0,,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,253903,38FC5A14-C815-4035-AC62-D83951899306,,,BP Pulse (UK),Public - Membership Required,Smithfield Car Park,West Smithfield,Clerkenwell,EC1A 9DS,51.519379,-0.101743,United Kingdom,2023-05-04 08:45:00+00:00
421545,25,2,50.0,2,16.0,230.0,3.7,10.0,,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,253903,38FC5A14-C815-4035-AC62-D83951899306,,,BP Pulse (UK),Public - Membership Required,Smithfield Car Park,West Smithfield,Clerkenwell,EC1A 9DS,51.519379,-0.101743,United Kingdom,2023-05-04 08:45:00+00:00
19789,25,,100.0,2,32.0,230.0,7.0,10.0,4.0,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),False,True,100.0,Not Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,19470,BC6B39BE-F369-459F-9D7C-D0A7505A7D51,Free. Parking fees apply.,4,Total Energies (UK),Public - Membership Required,Borough Market Car Park,8 Southwark Street,London,SE1 1TL,51.5060179262425,-0.0909322500228882,United Kingdom,2016-11-03 10:37:00+00:00
252879,2,CHAdeMO,50.0,3,125.0,400.0,50.0,30.0,1.0,,IEC 62196-3 Configuration AA,,,2,CHAdeMO,True,True,50.0,Operational,40KW and Higher,True,3,Level 3:  High (Over 40kW),Direct Current,30.0,DC,,,167017,24FCA13A-057A-4E32-A7E7-C935C6867B22,,,(Unknown Operator),Public - Pay At Location,"Golden Lane (Outside Peabody Buildings), Islington","Golden Lane (Outside Peabody Buildings), Islington",Islington,EC1Y 0RU,51.522781,-0.094463,United Kingdom,2020-10-19 19:29:00+00:00
252880,33,CCS,50.0,3,125.0,400.0,50.0,30.0,1.0,,IEC 62196-3 Configuration FF,False,False,33,CCS (Type 2),True,True,50.0,Operational,40KW and Higher,True,3,Level 3:  High (Over 40kW),Direct Current,30.0,DC,,,167017,24FCA13A-057A-4E32-A7E7-C935C6867B22,,,(Unknown Operator),Public - Pay At Location,"Golden Lane (Outside Peabody Buildings), Islington","Golden Lane (Outside Peabody Buildings), Islington",Islington,EC1Y 0RU,51.522781,-0.094463,United Kingdom,2020-10-19 19:29:00+00:00
252881,1036,AC43,50.0,3,63.0,400.0,43.0,20.0,1.0,,IEC 62196-2,False,False,1036,Type 2 (Tethered Connector) ,True,True,50.0,Operational,40KW and Higher,True,3,Level 3:  High (Over 40kW),Alternating Current - Three Phase,20.0,AC (Three-Phase),,,167017,24FCA13A-057A-4E32-A7E7-C935C6867B22,,,(Unknown Operator),Public - Pay At Location,"Golden Lane (Outside Peabody Buildings), Islington","Golden Lane (Outside Peabody Buildings), Islington",Islington,EC1Y 0RU,51.522781,-0.094463,United Kingdom,2020-10-19 19:29:00+00:00
71787,25,,50.0,2,32.0,230.0,7.0,10.0,5.0,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,56875,2E061619-159C-42EA-AD02-3E30F951A75A,Inclusive; for Polar Plus subscription members only. Parking fees apply.,6,BP Pulse (UK),Public - Membership Required,Tower Hill Car Park,Tower Hill,London,EC3R 6DT,51.508797,-0.080213,United Kingdom,2019-03-08 06:17:00+00:00
71788,25,,50.0,2,16.0,230.0,4.0,10.0,5.0,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,56875,2E061619-159C-42EA-AD02-3E30F951A75A,Inclusive; for Polar Plus subscription members only. Parking fees apply.,6,BP Pulse (UK),Public - Membership Required,Tower Hill Car Park,Tower Hill,London,EC3R 6DT,51.508797,-0.080213,United Kingdom,2019-03-08 06:17:00+00:00
421649,25,suby1100008290,50.0,2,7.0,230.0,5.0,10.0,,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,253994,300050E8-99C9-425F-A68C-F3076405A1DA,,,Shell Recharge Solutions (UK),Public - Pay At Location,Opp.,Opp.,London,EC2A 4NE,51.52243,-0.084443,United Kingdom,2023-05-04 09:47:00+00:00
177814,25,,50.0,2,32.0,400.0,22.0,20.0,4.0,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Three Phase,20.0,AC (Three-Phase),,,126964,DA6A293A-A431-451E-B456-1305DBE9A4C6,£0.30/kWh,4,Incharge (SE),Public - Membership Required,181 Queen Victoria Street,181 Queen Victoria Street,London,EC4V 4EG,51.511371,-0.103942,United Kingdom,2019-05-24 09:59:00+00:00
334409,25,7003977,50.0,2,16.0,230.0,3.7,10.0,,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,200503,DD5A0C8E-99D9-4859-9933-02E8C1C96F99,,,Shell Recharge Solutions (UK),Public,Jewry Street,Jewry Street,City of London,EC3N 2PJ,51.512906,-0.076626,United Kingdom,2023-05-03 08:36:00+00:00
420943,25,GB-GFX-EDRAX00197-1,50.0,2,32.0,400.0,22.0,20.0,,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Three Phase,20.0,AC (Three-Phase),,,253357,849A068D-F8C2-4A38-96A3-10A74D2634EF,,,Drax Energy Solutions Limited,Public - Pay At Location,DRAX00197,Southwark Bridge Road,London,SE1 9HH,51.50577,-0.0951,United Kingdom,2023-05-04 08:44:00+00:00
420944,25,GB-GFX-EDRAX00197-2,50.0,2,32.0,400.0,22.0,20.0,,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Three Phase,20.0,AC (Three-Phase),,,253357,849A068D-F8C2-4A38-96A3-10A74D2634EF,,,Drax Energy Solutions Limited,Public - Pay At Location,DRAX00197,Southwark Bridge Road,London,SE1 9HH,51.50577,-0.0951,United Kingdom,2023-05-04 08:44:00+00:00
421083,25,1,50.0,2,16.0,230.0,3.7,10.0,,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,253485,BCBEAA08-93DA-4D1F-89F4-7402AA960605,,,BP Pulse (UK),Public - Membership Required,Tower Hill Car Park,50 Lower Thames Street,London,EC3R 6DT,51.508907,-0.078926,United Kingdom,2023-05-04 08:44:00+00:00
421084,25,2,50.0,2,32.0,400.0,22.0,20.0,,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Three Phase,20.0,AC (Three-Phase),,,253485,BCBEAA08-93DA-4D1F-89F4-7402AA960605,,,BP Pulse (UK),Public - Membership Required,Tower Hill Car Park,50 Lower Thames Street,London,EC3R 6DT,51.508907,-0.078926,United Kingdom,2023-05-04 08:44:00+00:00
144233,25,,50.0,2,32.0,230.0,7.0,10.0,2.0,,IEC 62196-2 Type 2,False,False,25,Type 2 (Socket Only),True,True,50.0,Operational,"Over 2 kW, usually non-domestic socket type",False,2,Level 2 : Medium (Over 2kW),Alternating Current - Single Phase,10.0,AC (Single-Phase),,,102195,9E3DBE9B-424E-4259-BB0C-7058F099A83A,£0.059/minute; min £1.18; other tariffs available,2,Total Energies (UK),Public - Membership Required,Saint John Street 29,29 Saint John Street (Site1),London,EC1M 4AA,51.52056,-0.101815,United Kingdom,2019-01-08 08:24:00+00:00
